EQUIPMENT_NUMBER,ORDER_TYPE,DESIR,MRMIN,MRMAX,MRNGU,CJUMP,PYEAR,INDCT,READG,MEASUREMENT_DATE,Previous Order Date,MEASUREMENT_YEAR,MEASUREMENT_MONTH
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,7702200.0,22,-503,2001,1
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,7772760.0,29,-510,2001,1
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,7839720.0,5,-517,2001,2
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,7921800.0,12,-524,2001,2
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,7991640.0,19,-531,2001,2
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8078040.0,26,-538,2001,2
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8164080.0,5,-545,2001,3
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8229960.0,12,-552,2001,3
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8306280.0,19,-559,2001,3
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8391240.0,26,-566,2001,3
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8461080.0,2,-573,2001,4
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8550360.0,9,-580,2001,4
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8625600.0,16,-587,2001,4
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8712360.0,23,-594,2001,4
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8790480.0,30,-601,2001,4
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8848080.0,7,-608,2001,5
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8921160.0,14,-615,2001,5
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,8983080.0,21,-622,2001,5
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9072000.0,28,-629,2001,5
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9143640.0,4,-636,2001,6
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9213120.0,11,-643,2001,6
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9294840.0,18,-650,2001,6
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9376200.0,25,-657,2001,6
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9458640.0,2,-664,2001,7
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9536400.0,9,-671,2001,7
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9590400.0,16,-678,2001,7
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9668880.0,23,-685,2001,7
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9744480.0,30,-692,2001,7
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9814320.0,6,-699,2001,8
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9874440.0,13,-706,2001,8
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,9942480.0,20,-713,2001,8
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,10006560.0,27,-720,2001,8
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,10071000.0,3,-727,2001,9
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,10135440.0,10,-734,2001,9
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,10195560.0,17,-741,2001,9
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,10273680.0,24,-748,2001,9
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,10356120.0,1,-755,2001,10
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,10417680.0,8,-762,2001,10
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,10492920.0,15,-769,2001,10
2,1,0.0,0.0,0.0,2,0.0,9000000.0,0,10582560.0,22,-776,2001,10
